Report Date,FIPS,Locality,VDH Health District,Total Cases,Hospitalizations,Deaths
04/03/2020,51153,Prince William,Prince William,131,24,2
04/03/2020,51155,Pulaski,New River,1,0,0
04/03/2020,51157,Rappahannock,Rappahannock Rapidan,0,0,0
04/03/2020,51159,Richmond County,Three Rivers,1,0,0
04/03/2020,51161,Roanoke County,Alleghany,4,0,0
04/03/2020,51163,Rockbridge,Central Shenandoah,2,0,0
04/03/2020,51165,Rockingham,Central Shenandoah,11,1,0
04/03/2020,51167,Russell,Cumberland Plateau,0,0,0
04/03/2020,51169,Scott,Lenowisco,0,0,0
04/03/2020,51171,Shenandoah,Lord Fairfax,10,3,0
04/03/2020,51173,Smyth,Mount Rogers,2,1,0
04/03/2020,51175,Southampton,Western Tidewater,4,1,1
04/03/2020,51177,Spotsylvania,Rappahannock,11,2,0
04/03/2020,51179,Stafford,Rappahannock,29,3,0
04/03/2020,51181,Surry,Crater,3,0,0
04/03/2020,51183,Sussex,Crater,2,0,0
04/03/2020,51185,Tazewell,Cumberland Plateau,2,0,0
04/03/2020,51187,Warren,Lord Fairfax,4,1,0
04/03/2020,51191,Washington,Mount Rogers,3,2,0
04/03/2020,51193,Westmoreland,Three Rivers,1,0,0
04/03/2020,51195,Wise,Lenowisco,1,0,0
04/03/2020,51197,Wythe,Mount Rogers,2,1,1
04/03/2020,51199,York,Peninsula,17,4,1
04/03/2020,51510,Alexandria,Alexandria,56,4,0
04/03/2020,51520,Bristol,Mount Rogers,1,0,0
04/03/2020,51530,Buena Vista City,Central Shenandoah,1,0,0
04/03/2020,51540,Charlottesville,Thomas Jefferson,17,2,0
04/03/2020,51550,Chesapeake,Chesapeake,50,9,1
04/03/2020,51570,Colonial Heights,Chesterfield,0,0,0
04/03/2020,51580,Covington,Alleghany,1,0,0
04/03/2020,51590,Danville,Pittsylvania-Danville,9,3,0
04/03/2020,51595,Emporia,Crater,1,0,0
04/03/2020,51600,Fairfax City,Fairfax,0,0,0
04/03/2020,51610,Falls Church,Fairfax,0,0,0
04/03/2020,51620,Franklin City,Western Tidewater,3,0,0
04/03/2020,51630,Fredericksburg,Rappahannock,4,0,0
04/03/2020,51640,Galax,Mount Rogers,1,1,0
04/03/2020,51650,Hampton,Hampton,29,11,0
04/03/2020,51660,Harrisonburg,Central Shenandoah,22,1,0
04/03/2020,51670,Hopewell,Crater,7,1,0
04/03/2020,51678,Lexington,Central Shenandoah,2,0,0
04/03/2020,51680,Lynchburg,Central Virginia,9,1,0
04/03/2020,51683,Manassas City,Prince William,13,1,0
04/03/2020,51685,Manassas Park,Prince William,2,1,0
04/03/2020,51690,Martinsville,West Piedmont,0,0,0
04/03/2020,51700,Newport News,Peninsula,37,13,2
04/03/2020,51710,Norfolk,Norfolk,43,5,1
04/03/2020,51720,Norton,Lenowisco,0,0,0
04/03/2020,51730,Petersburg,Crater,8,0,0
04/03/2020,51735,Poquoson,Peninsula,3,1,0
04/03/2020,51740,Portsmouth,Portsmouth,17,6,1
04/03/2020,51750,Radford,New River,1,0,0
04/03/2020,51760,Richmond City,Richmond,76,3,1
04/03/2020,51770,Roanoke City,Roanoke,9,1,0
04/03/2020,51775,Salem,Alleghany,1,0,0
04/03/2020,51790,Staunton,Central Shenandoah,0,0,0
04/03/2020,51800,Suffolk,Western Tidewater,10,1,0
04/03/2020,51810,Virginia Beach,Virginia Beach,128,22,3
04/03/2020,51820,Waynesboro,Central Shenandoah,3,0,0
04/03/2020,51830,Williamsburg,Peninsula,9,3,1
04/03/2020,51840,Winchester,Lord Fairfax,9,0,0
04/04/2020,51001,Accomack,Eastern Shore,8,4,0
04/04/2020,51003,Albemarle,Thomas Jefferson,27,4,1
04/04/2020,51005,Alleghany,Alleghany,2,2,0
04/04/2020,51007,Amelia,Piedmont,6,4,1
04/04/2020,51009,Amherst,Central Virginia,6,1,0
04/04/2020,51011,Appomattox,Central Virginia,0,0,0
04/04/2020,51013,Arlington,Arlington,150,11,6
04/04/2020,51015,Augusta,Central Shenandoah,7,0,0
04/04/2020,51017,Bath,Central Shenandoah,0,0,0
04/04/2020,51019,Bedford,Central Virginia,4,0,0
04/04/2020,51021,Bland,Mount Rogers,0,0,0
04/04/2020,51023,Botetourt,Alleghany,14,5,1
04/04/2020,51025,Brunswick,Southside,1,1,0
04/04/2020,51027,Buchanan,Cumberland Plateau,0,0,0
04/04/2020,51029,Buckingham,Piedmont,4,0,0
04/04/2020,51031,Campbell,Central Virginia,2,0,0
04/04/2020,51033,Caroline,Rappahannock,1,0,0
04/04/2020,51035,Carroll,Mount Rogers,1,0,0
04/04/2020,51036,Charles City,Chickahominy,4,1,0
04/04/2020,51037,Charlotte,Piedmont,1,0,0
04/04/2020,51041,Chesterfield,Chesterfield,106,12,2
04/04/2020,51043,Clarke,Lord Fairfax,2,1,0
04/04/2020,51045,Craig,Alleghany,0,0,0
04/04/2020,51047,Culpeper,Rappahannock Rapidan,8,4,1
04/04/2020,51049,Cumberland,Piedmont,2,0,0
04/04/2020,51051,Dickenson,Cumberland Plateau,0,0,0
04/04/2020,51053,Dinwiddie,Crater,0,0,0
04/04/2020,51057,Essex,Three Rivers,0,0,0
04/04/2020,51059,Fairfax,Fairfax,387,58,6
04/04/2020,51061,Fauquier,Rappahannock Rapidan,10,1,0
04/04/2020,51063,Floyd,New River,0,0,0
04/04/2020,51065,Fluvanna,Thomas Jefferson,5,0,0
04/04/2020,51067,Franklin County,West Piedmont,10,0,0
04/04/2020,51069,Frederick,Lord Fairfax,24,2,0
04/04/2020,51071,Giles,New River,0,0,0
04/04/2020,51073,Gloucester,Three Rivers,9,0,0
04/04/2020,51075,Goochland,Chickahominy,10,2,0
04/04/2020,51077,Grayson,Mount Rogers,0,0,0
04/04/2020,51079,Greene,Thomas Jefferson,2,0,0
04/04/2020,51081,Greensville,Crater,4,0,0
04/04/2020,51083,Halifax,Southside,1,0,0
04/04/2020,51085,Hanover,Chickahominy,12,4,0
04/04/2020,51087,Henrico,Henrico,174,20,7
04/04/2020,51089,Henry,West Piedmont,3,0,0
04/04/2020,51091,Highland,Central Shenandoah,0,0,0
04/04/2020,51093,Isle of Wight,Western Tidewater,18,4,0
04/04/2020,51095,James City,Peninsula,111,37,5
04/04/2020,51097,King and Queen,Three Rivers,1,0,0
04/04/2020,51099,King George,Rappahannock,8,1,0
04/04/2020,51101,King William,Three Rivers,1,0,0
04/04/2020,51103,Lancaster,Three Rivers,1,0,0
04/04/2020,51105,Lee,Lenowisco,2,0,0
04/04/2020,51107,Loudoun,Loudoun,150,24,4
04/04/2020,51109,Louisa,Thomas Jefferson,13,4,0
04/04/2020,51111,Lunenburg,Piedmont,0,0,0
04/04/2020,51113,Madison,Rappahannock Rapidan,2,0,0
04/04/2020,51115,Mathews,Three Rivers,2,0,0
04/04/2020,51117,Mecklenburg,Southside,8,2,0
04/04/2020,51119,Middlesex,Three Rivers,0,0,0
04/04/2020,51121,Montgomery,New River,6,1,0
04/04/2020,51125,Nelson,Thomas Jefferson,2,0,0
04/04/2020,51127,New Kent,Chickahominy,8,1,0
04/04/2020,51131,Northampton,Eastern Shore,2,1,0
04/04/2020,51133,Northumberland,Three Rivers,3,0,0
04/04/2020,51135,Nottoway,Piedmont,1,0,0
04/04/2020,51137,Orange,Rappahannock Rapidan,5,1,0
04/04/2020,51139,Page,Lord Fairfax,2,0,0
04/04/2020,51141,Patrick,West Piedmont,0,0,0
04/04/2020,51143,Pittsylvania,Pittsylvania-Danville,2,2,1
04/04/2020,51145,Powhatan,Chesterfield,4,0,0
04/04/2020,51147,Prince Edward,Piedmont,3,0,0
04/04/2020,51149,Prince George,Crater,16,1,0
04/04/2020,51153,Prince William,Prince William,159,28,2
04/04/2020,51155,Pulaski,New River,1,0,0
04/04/2020,51157,Rappahannock,Rappahannock Rapidan,0,0,0
04/04/2020,51159,Richmond County,Three Rivers,0,0,0
04/04/2020,51161,Roanoke County,Alleghany,5,0,0
04/04/2020,51163,Rockbridge,Central Shenandoah,3,0,0
04/04/2020,51165,Rockingham,Central Shenandoah,15,2,0
04/04/2020,51167,Russell,Cumberland Plateau,0,0,0
04/04/2020,51169,Scott,Lenowisco,0,0,0
04/04/2020,51171,Shenandoah,Lord Fairfax,10,3,0
04/04/2020,51173,Smyth,Mount Rogers,2,1,0
04/04/2020,51175,Southampton,Western Tidewater,5,2,1
04/04/2020,51177,Spotsylvania,Rappahannock,18,3,1
04/04/2020,51179,Stafford,Rappahannock,38,3,0
04/04/2020,51181,Surry,Crater,3,0,0
04/04/2020,51183,Sussex,Crater,3,0,0
04/04/2020,51185,Tazewell,Cumberland Plateau,2,0,0
04/04/2020,51187,Warren,Lord Fairfax,4,1,0
04/04/2020,51191,Washington,Mount Rogers,3,2,0
04/04/2020,51193,Westmoreland,Three Rivers,2,0,0
04/04/2020,51195,Wise,Lenowisco,0,0,0
04/04/2020,51197,Wythe,Mount Rogers,2,1,1
04/04/2020,51199,York,Peninsula,19,6,1
04/04/2020,51510,Alexandria,Alexandria,68,4,0
04/04/2020,51520,Bristol,Mount Rogers,1,0,0
04/04/2020,51530,Buena Vista City,Central Shenandoah,1,0,0
04/04/2020,51540,Charlottesville,Thomas Jefferson,21,3,0
04/04/2020,51550,Chesapeake,Chesapeake,65,9,1
04/04/2020,51570,Colonial Heights,Chesterfield,0,0,0
04/04/2020,51580,Covington,Alleghany,1,0,0
04/04/2020,51590,Danville,Pittsylvania-Danville,12,4,0
04/04/2020,51595,Emporia,Crater,2,1,0
04/04/2020,51600,Fairfax City,Fairfax,0,0,0
04/04/2020,51610,Falls Church,Fairfax,0,0,0
04/04/2020,51620,Franklin City,Western Tidewater,4,0,0
04/04/2020,51630,Fredericksburg,Rappahannock,7,1,0
04/04/2020,51640,Galax,Mount Rogers,1,1,0
04/04/2020,51650,Hampton,Hampton,39,14,0
04/04/2020,51660,Harrisonburg,Central Shenandoah,22,1,0
04/04/2020,51670,Hopewell,Crater,9,2,0
04/04/2020,51678,Lexington,Central Shenandoah,3,0,0
04/04/2020,51680,Lynchburg,Central Virginia,10,1,0
04/04/2020,51683,Manassas City,Prince William,14,1,0
04/04/2020,51685,Manassas Park,Prince William,2,1,0
04/04/2020,51690,Martinsville,West Piedmont,0,0,0
04/04/2020,51700,Newport News,Peninsula,48,18,2
04/04/2020,51710,Norfolk,Norfolk,55,10,1
04/04/2020,51720,Norton,Lenowisco,0,0,0
04/04/2020,51730,Petersburg,Crater,10,0,0
04/04/2020,51735,Poquoson,Peninsula,3,1,0
04/04/2020,51740,Portsmouth,Portsmouth,26,9,1
04/04/2020,51750,Radford,New River,1,0,0
04/04/2020,51760,Richmond City,Richmond,96,4,2
04/04/2020,51770,Roanoke City,Roanoke,10,1,0
04/04/2020,51775,Salem,Alleghany,1,0,0
04/04/2020,51790,Staunton,Central Shenandoah,1,0,0
04/04/2020,51800,Suffolk,Western Tidewater,20,9,0
04/04/2020,51810,Virginia Beach,Virginia Beach,160,24,3
04/04/2020,51820,Waynesboro,Central Shenandoah,2,0,0
04/04/2020,51830,Williamsburg,Peninsula,10,3,1
04/04/2020,51840,Winchester,Lord Fairfax,10,0,0
04/05/2020,51001,Accomack,Eastern Shore,11,6,0
04/05/2020,51003,Albemarle,Thomas Jefferson,32,4,2
04/05/2020,51005,Alleghany,Alleghany,2,2,0
04/05/2020,51007,Amelia,Piedmont,6,4,1
04/05/2020,51009,Amherst,Central Virginia,6,1,0
04/05/2020,51011,Appomattox,Central Virginia,0,0,0
04/05/2020,51013,Arlington,Arlington,181,11,5
04/05/2020,51015,Augusta,Central Shenandoah,8,0,0
04/05/2020,51017,Bath,Central Shenandoah,0,0,0
04/05/2020,51019,Bedford,Central Virginia,4,0,0
04/05/2020,51021,Bland,Mount Rogers,0,0,0
04/05/2020,51023,Botetourt,Alleghany,15,5,1
04/05/2020,51025,Brunswick,Southside,1,1,0
04/05/2020,51027,Buchanan,Cumberland Plateau,0,0,0
04/05/2020,51029,Buckingham,Piedmont,4,0,0
04/05/2020,51031,Campbell,Central Virginia,2,0,0
04/05/2020,51033,Caroline,Rappahannock,1,0,0
04/05/2020,51035,Carroll,Mount Rogers,1,0,0
04/05/2020,51036,Charles City,Chickahominy,4,1,0
04/05/2020,51037,Charlotte,Piedmont,1,0,0
04/05/2020,51041,Chesterfield,Chesterfield,108,12,2
04/05/2020,51043,Clarke,Lord Fairfax,2,1,0
04/05/2020,51045,Craig,Alleghany,0,0,0
04/05/2020,51047,Culpeper,Rappahannock Rapidan,8,4,1
04/05/2020,51049,Cumberland,Piedmont,2,0,0
04/05/2020,51051,Dickenson,Cumberland Plateau,0,0,0
04/05/2020,51053,Dinwiddie,Crater,0,0,0
04/05/2020,51057,Essex,Three Rivers,0,0,0
04/05/2020,51059,Fairfax,Fairfax,426,83,6
04/05/2020,51061,Fauquier,Rappahannock Rapidan,10,1,0
04/05/2020,51063,Floyd,New River,0,0,0
04/05/2020,51065,Fluvanna,Thomas Jefferson,7,0,0
04/05/2020,51067,Franklin County,West Piedmont,10,0,0
04/05/2020,51069,Frederick,Lord Fairfax,27,2,0
04/05/2020,51071,Giles,New River,0,0,0
04/05/2020,51073,Gloucester,Three Rivers,10,0,0
04/05/2020,51075,Goochland,Chickahominy,15,2,0
04/05/2020,51077,Grayson,Mount Rogers,0,0,0
04/05/2020,51079,Greene,Thomas Jefferson,3,0,0
04/05/2020,51081,Greensville,Crater,4,0,0
04/05/2020,51083,Halifax,Southside,2,1,0
04/05/2020,51085,Hanover,Chickahominy,12,4,0
04/05/2020,51087,Henrico,Henrico,194,20,6
04/05/2020,51089,Henry,West Piedmont,3,0,0
04/05/2020,51091,Highland,Central Shenandoah,0,0,0
04/05/2020,51093,Isle of Wight,Western Tidewater,18,4,0
04/05/2020,51095,James City,Peninsula,117,37,5
04/05/2020,51097,King and Queen,Three Rivers,1,0,0
04/05/2020,51099,King George,Rappahannock,8,1,0
04/05/2020,51101,King William,Three Rivers,2,0,0
04/05/2020,51103,Lancaster,Three Rivers,1,0,0
04/05/2020,51105,Lee,Lenowisco,2,0,0
04/05/2020,51107,Loudoun,Loudoun,167,26,4
04/05/2020,51109,Louisa,Thomas Jefferson,14,4,0
04/05/2020,51111,Lunenburg,Piedmont,0,0,0
04/05/2020,51113,Madison,Rappahannock Rapidan,3,0,0
04/05/2020,51115,Mathews,Three Rivers,2,0,0
04/05/2020,51117,Mecklenburg,Southside,12,2,0
04/05/2020,51119,Middlesex,Three Rivers,0,0,0
04/05/2020,51121,Montgomery,New River,6,1,0
04/05/2020,51125,Nelson,Thomas Jefferson,2,0,0
04/05/2020,51127,New Kent,Chickahominy,9,1,0
04/05/2020,51131,Northampton,Eastern Shore,2,1,0
04/05/2020,51133,Northumberland,Three Rivers,3,0,0
04/05/2020,51135,Nottoway,Piedmont,1,0,0
04/05/2020,51137,Orange,Rappahannock Rapidan,5,1,0
04/05/2020,51139,Page,Lord Fairfax,2,0,0
04/05/2020,51141,Patrick,West Piedmont,0,0,0
04/05/2020,51143,Pittsylvania,Pittsylvania-Danville,2,2,1
04/05/2020,51145,Powhatan,Chesterfield,4,0,0
04/05/2020,51147,Prince Edward,Piedmont,3,0,0
04/05/2020,51149,Prince George,Crater,18,1,0
04/05/2020,51153,Prince William,Prince William,175,28,3
04/05/2020,51155,Pulaski,New River,1,0,0
04/05/2020,51157,Rappahannock,Rappahannock Rapidan,0,0,0
04/05/2020,51159,Richmond County,Three Rivers,1,0,0
04/05/2020,51161,Roanoke County,Alleghany,5,0,0
04/05/2020,51163,Rockbridge,Central Shenandoah,3,0,0
04/05/2020,51165,Rockingham,Central Shenandoah,16,2,0
04/05/2020,51167,Russell,Cumberland Plateau,0,0,0
04/05/2020,51169,Scott,Lenowisco,0,0,0
04/05/2020,51171,Shenandoah,Lord Fairfax,12,4,0
04/05/2020,51173,Smyth,Mount Rogers,2,1,0
04/05/2020,51175,Southampton,Western Tidewater,5,2,1
04/05/2020,51177,Spotsylvania,Rappahannock,24,3,1
04/05/2020,51179,Stafford,Rappahannock,41,3,0
04/05/2020,51181,Surry,Crater,3,0,0
04/05/2020,51183,Sussex,Crater,4,0,0
04/05/2020,51185,Tazewell,Cumberland Plateau,2,0,0
04/05/2020,51187,Warren,Lord Fairfax,4,1,0
04/05/2020,51191,Washington,Mount Rogers,5,3,0
04/05/2020,51193,Westmoreland,Three Rivers,2,0,0
04/05/2020,51195,Wise,Lenowisco,1,1,0
04/05/2020,51197,Wythe,Mount Rogers,2,1,1
04/05/2020,51199,York,Peninsula,20,6,1
04/05/2020,51510,Alexandria,Alexandria,74,4,0
04/05/2020,51520,Bristol,Mount Rogers,1,0,0
04/05/2020,51530,Buena Vista City,Central Shenandoah,4,0,0
04/05/2020,51540,Charlottesville,Thomas Jefferson,23,3,0
04/05/2020,51550,Chesapeake,Chesapeake,72,10,1
04/05/2020,51570,Colonial Heights,Chesterfield,0,0,0
04/05/2020,51580,Covington,Alleghany,1,0,0
04/05/2020,51590,Danville,Pittsylvania-Danville,12,4,0
04/05/2020,51595,Emporia,Crater,2,1,0
04/05/2020,51600,Fairfax City,Fairfax,0,0,0
04/05/2020,51610,Falls Church,Fairfax,0,0,0
04/05/2020,51620,Franklin City,Western Tidewater,4,0,0
04/05/2020,51630,Fredericksburg,Rappahannock,7,1,0
04/05/2020,51640,Galax,Mount Rogers,1,1,0
04/05/2020,51650,Hampton,Hampton,40,14,0
04/05/2020,51660,Harrisonburg,Central Shenandoah,25,2,0
04/05/2020,51670,Hopewell,Crater,10,2,0
04/05/2020,51678,Lexington,Central Shenandoah,3,0,0
04/05/2020,51680,Lynchburg,Central Virginia,10,1,0
04/05/2020,51683,Manassas City,Prince William,14,1,0
04/05/2020,51685,Manassas Park,Prince William,2,1,0
04/05/2020,51690,Martinsville,West Piedmont,0,0,0
04/05/2020,51700,Newport News,Peninsula,51,18,2
04/05/2020,51710,Norfolk,Norfolk,59,11,1
04/05/2020,51720,Norton,Lenowisco,0,0,0
04/05/2020,51730,Petersburg,Crater,10,0,0
04/05/2020,51735,Poquoson,Peninsula,3,1,0
04/05/2020,51740,Portsmouth,Portsmouth,26,9,1
04/05/2020,51750,Radford,New River,1,0,0
04/05/2020,51760,Richmond City,Richmond,99,7,1
04/05/2020,51770,Roanoke City,Roanoke,10,1,0
04/05/2020,51775,Salem,Alleghany,1,0,0
04/05/2020,51790,Staunton,Central Shenandoah,1,0,0
04/05/2020,51800,Suffolk,Western Tidewater,22,9,0
04/05/2020,51810,Virginia Beach,Virginia Beach,170,25,3
04/05/2020,51820,Waynesboro,Central Shenandoah,2,0,0
04/05/2020,51830,Williamsburg,Peninsula,12,4,1
04/05/2020,51840,Winchester,Lord Fairfax,11,0,0
04/06/2020,51001,Accomack,Eastern Shore,11,6,0
04/06/2020,51003,Albemarle,Thomas Jefferson,34,4,2
04/06/2020,51005,Alleghany,Alleghany,2,2,0
04/06/2020,51007,Amelia,Piedmont,6,5,1
04/06/2020,51009,Amherst,Central Virginia,6,1,0
04/06/2020,51011,Appomattox,Central Virginia,1,0,0
04/06/2020,51013,Arlington,Arlington,203,11,5
04/06/2020,51015,Augusta,Central Shenandoah,9,0,0
04/06/2020,51017,Bath,Central Shenandoah,0,0,0
04/06/2020,51019,Bedford,Central Virginia,5,0,0
04/06/2020,51021,Bland,Mount Rogers,0,0,0
04/06/2020,51023,Botetourt,Alleghany,15,5,1
04/06/2020,51025,Brunswick,Southside,1,1,0
04/06/2020,51027,Buchanan,Cumberland Plateau,0,0,0
04/06/2020,51029,Buckingham,Piedmont,4,0,0
04/06/2020,51031,Campbell,Central Virginia,2,0,0
04/06/2020,51033,Caroline,Rappahannock,1,0,0
04/06/2020,51035,Carroll,Mount Rogers,1,0,0
04/06/2020,51036,Charles City,Chickahominy,4,1,0
04/06/2020,51037,Charlotte,Piedmont,1,0,0
04/06/2020,51041,Chesterfield,Chesterfield,108,12,2
04/06/2020,51043,Clarke,Lord Fairfax,2,1,0
04/06/2020,51045,Craig,Alleghany,0,0,0
04/06/2020,51047,Culpeper,Rappahannock Rapidan,8,4,1
04/06/2020,51049,Cumberland,Piedmont,2,0,0
04/06/2020,51051,Dickenson,Cumberland Plateau,0,0,0
04/06/2020,51053,Dinwiddie,Crater,0,0,0
04/06/2020,51057,Essex,Three Rivers,0,0,0
04/06/2020,51059,Fairfax,Fairfax,488,119,6
04/06/2020,51061,Fauquier,Rappahannock Rapidan,11,2,0
04/06/2020,51063,Floyd,New River,0,0,0
04/06/2020,51065,Fluvanna,Thomas Jefferson,9,2,0
04/06/2020,51067,Franklin County,West Piedmont,10,0,0
04/06/2020,51069,Frederick,Lord Fairfax,31,2,0
04/06/2020,51071,Giles,New River,1,0,0
04/06/2020,51073,Gloucester,Three Rivers,12,0,0
04/06/2020,51075,Goochland,Chickahominy,17,2,0
04/06/2020,51077,Grayson,Mount Rogers,0,0,0
04/06/2020,51079,Greene,Thomas Jefferson,4,0,0
04/06/2020,51081,Greensville,Crater,4,0,0
04/06/2020,51083,Halifax,Southside,2,1,0
04/06/2020,51085,Hanover,Chickahominy,13,4,0
04/06/2020,51087,Henrico,Henrico,207,20,6
04/06/2020,51089,Henry,West Piedmont,3,0,0
04/06/2020,51091,Highland,Central Shenandoah,0,0,0
04/06/2020,51093,Isle of Wight,Western Tidewater,22,6,1
04/06/2020,51095,James City,Peninsula,118,40,5
04/06/2020,51097,King and Queen,Three Rivers,1,0,0
04/06/2020,51099,King George,Rappahannock,10,1,0
04/06/2020,51101,King William,Three Rivers,2,0,0
04/06/2020,51103,Lancaster,Three Rivers,1,0,0
04/06/2020,51105,Lee,Lenowisco,2,0,0
04/06/2020,51107,Loudoun,Loudoun,188,30,4
04/06/2020,51109,Louisa,Thomas Jefferson,14,5,0
04/06/2020,51111,Lunenburg,Piedmont,0,0,0
04/06/2020,51113,Madison,Rappahannock Rapidan,4,1,0
04/06/2020,51115,Mathews,Three Rivers,2,0,0
04/06/2020,51117,Mecklenburg,Southside,12,2,0
04/06/2020,51119,Middlesex,Three Rivers,0,0,0
04/06/2020,51121,Montgomery,New River,7,1,0
04/06/2020,51125,Nelson,Thomas Jefferson,2,0,0
04/06/2020,51127,New Kent,Chickahominy,12,1,0
04/06/2020,51131,Northampton,Eastern Shore,2,1,0
04/06/2020,51133,Northumberland,Three Rivers,3,0,0
04/06/2020,51135,Nottoway,Piedmont,1,0,0
04/06/2020,51137,Orange,Rappahannock Rapidan,5,1,0
04/06/2020,51139,Page,Lord Fairfax,2,0,0
04/06/2020,51141,Patrick,West Piedmont,0,0,0
04/06/2020,51143,Pittsylvania,Pittsylvania-Danville,3,2,1
04/06/2020,51145,Powhatan,Chesterfield,4,0,0
04/06/2020,51147,Prince Edward,Piedmont,3,0,0
04/06/2020,51149,Prince George,Crater,18,1,0
04/06/2020,51153,Prince William,Prince William,193,31,3
04/06/2020,51155,Pulaski,New River,1,0,0
04/06/2020,51157,Rappahannock,Rappahannock Rapidan,0,0,0
04/06/2020,51159,Richmond County,Three Rivers,1,0,0
04/06/2020,51161,Roanoke County,Alleghany,5,0,0
04/06/2020,51163,Rockbridge,Central Shenandoah,3,0,0
04/06/2020,51165,Rockingham,Central Shenandoah,15,2,0
04/06/2020,51167,Russell,Cumberland Plateau,1,1,0
04/06/2020,51169,Scott,Lenowisco,0,0,0
04/06/2020,51171,Shenandoah,Lord Fairfax,13,4,0
04/06/2020,51173,Smyth,Mount Rogers,2,1,0
04/06/2020,51175,Southampton,Western Tidewater,5,2,1
04/06/2020,51177,Spotsylvania,Rappahannock,26,3,1
04/06/2020,51179,Stafford,Rappahannock,43,3,0
04/06/2020,51181,Surry,Crater,3,0,0
04/06/2020,51183,Sussex,Crater,4,0,0
04/06/2020,51185,Tazewell,Cumberland Plateau,3,0,0
04/06/2020,51187,Warren,Lord Fairfax,5,1,0
04/06/2020,51191,Washington,Mount Rogers,5,3,0
04/06/2020,51193,Westmoreland,Three Rivers,3,0,0
04/06/2020,51195,Wise,Lenowisco,1,1,0
04/06/2020,51197,Wythe,Mount Rogers,3,1,1
04/06/2020,51199,York,Peninsula,21,6,1
04/06/2020,51510,Alexandria,Alexandria,93,4,0
04/06/2020,51520,Bristol,Mount Rogers,1,0,0
04/06/2020,51530,Buena Vista City,Central Shenandoah,4,0,0
04/06/2020,51540,Charlottesville,Thomas Jefferson,22,4,0
04/06/2020,51550,Chesapeake,Chesapeake,77,11,1
04/06/2020,51570,Colonial Heights,Chesterfield,0,0,0
04/06/2020,51580,Covington,Alleghany,1,0,0
04/06/2020,51590,Danville,Pittsylvania-Danville,13,6,0
04/06/2020,51595,Emporia,Crater,2,1,0
04/06/2020,51600,Fairfax City,Fairfax,0,0,0
04/06/2020,51610,Falls Church,Fairfax,0,0,0
04/06/2020,51620,Franklin City,Western Tidewater,4,0,0
04/06/2020,51630,Fredericksburg,Rappahannock,7,1,0
04/06/2020,51640,Galax,Mount Rogers,1,1,0
04/06/2020,51650,Hampton,Hampton,41,16,1
04/06/2020,51660,Harrisonburg,Central Shenandoah,27,3,0
04/06/2020,51670,Hopewell,Crater,10,2,0
04/06/2020,51678,Lexington,Central Shenandoah,3,0,0
04/06/2020,51680,Lynchburg,Central Virginia,11,1,0
04/06/2020,51683,Manassas City,Prince William,17,2,0
04/06/2020,51685,Manassas Park,Prince William,4,1,0
04/06/2020,51690,Martinsville,West Piedmont,0,0,0
04/06/2020,51700,Newport News,Peninsula,54,19,2
04/06/2020,51710,Norfolk,Norfolk,60,11,1
04/06/2020,51720,Norton,Lenowisco,0,0,0
04/06/2020,51730,Petersburg,Crater,10,0,0
04/06/2020,51735,Poquoson,Peninsula,3,1,0
04/06/2020,51740,Portsmouth,Portsmouth,27,9,1
04/06/2020,51750,Radford,New River,1,0,0
04/06/2020,51760,Richmond City,Richmond,105,8,2
04/06/2020,51770,Roanoke City,Roanoke,11,1,0
04/06/2020,51775,Salem,Alleghany,1,0,0
04/06/2020,51790,Staunton,Central Shenandoah,1,0,0
04/06/2020,51800,Suffolk,Western Tidewater,28,10,0
04/06/2020,51810,Virginia Beach,Virginia Beach,178,24,3
04/06/2020,51820,Waynesboro,Central Shenandoah,3,0,0
04/06/2020,51830,Williamsburg,Peninsula,13,5,1
04/06/2020,51840,Winchester,Lord Fairfax,13,0,0
04/07/2020,51001,Accomack,Eastern Shore,11,6,0
04/07/2020,51003,Albemarle,Thomas Jefferson,38,5,2
04/07/2020,51005,Alleghany,Alleghany,2,2,0
04/07/2020,51007,Amelia,Piedmont,7,5,1
04/07/2020,51009,Amherst,Central Virginia,8,1,0
04/07/2020,51011,Appomattox,Central Virginia,3,0,0
04/07/2020,51013,Arlington,Arlington,237,11,5
04/07/2020,51015,Augusta,Central Shenandoah,10,0,0
04/07/2020,51017,Bath,Central Shenandoah,0,0,0
04/07/2020,51019,Bedford,Central Virginia,8,0,0
04/07/2020,51021,Bland,Mount Rogers,0,0,0
04/07/2020,51023,Botetourt,Alleghany,18,6,1
04/07/2020,51025,Brunswick,Southside,1,1,0
04/07/2020,51027,Buchanan,Cumberland Plateau,1,0,0
04/07/2020,51029,Buckingham,Piedmont,6,0,0
04/07/2020,51031,Campbell,Central Virginia,3,0,0
04/07/2020,51033,Caroline,Rappahannock,4,0,0
04/07/2020,51035,Carroll,Mount Rogers,2,1,0
04/07/2020,51036,Charles City,Chickahominy,4,1,0
04/07/2020,51037,Charlotte,Piedmont,1,0,0
04/07/2020,51041,Chesterfield,Chesterfield,128,13,2
04/07/2020,51043,Clarke,Lord Fairfax,2,1,0
04/07/2020,51045,Craig,Alleghany,2,0,0
04/07/2020,51047,Culpeper,Rappahannock Rapidan,9,5,1
04/07/2020,51049,Cumberland,Piedmont,6,0,0
04/07/2020,51051,Dickenson,Cumberland Plateau,0,0,0
